"Animal","symptoms1","symptoms2","symptoms3","symptoms4","symptoms5","Dangerous","Gender","Age"
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",1
"chicken","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",2
"buffaloes","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Female",29
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",25
"chicken","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Male",6
"duck","Fever","Difficulty breathing","Thrist and urination","Weight loss","Enlarged lymph nodes or Swelling","Yes","Female",6
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",8
"chicken","Enlarged Thymus","Obstructed Lungs","Lethargy","Skin rashes","Weight loss","Yes","Male",3
"donkey","Bleeding from other parts of the body","confusion","Nasal discharge","loss of alertness"," dizziness and fainting","Yes","Male",1
"pigs","Bloody Diarhhea","Depression","Dullness","Death","Weakness","Yes","Female",1
"chicken","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Male",7
"buffaloes","Fever","Hepatitis","Skin rashes","Weight loss","Pain","No","Male",19
"sheep","Head Shking","Discharge from ear","Scartching ear","Odor to Ear","Redness on ear","Yes","Female",7
"duck","Fever","Loss of  appetite","Coughing","Lethargy","Joint Pain","Yes","Female",5
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",22
"chicken","Dejection","Loss of Appetite","Stress","Coughing","Pains","Yes","Male",5
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",26
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",2
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",1
"horse","Fever","Body stiffness","Lethargy","Severe inflammation","Pain","Yes","Female",12
"buffaloes","Fever","Reduce growth","Kid moratality","Weakness","Dullness","Yes","Female",2
"fowl","Thicked skin","Hair tining","Hair loss","Scabbing","Itchiness","Yes","Male",6
"donkey","Fetopelvic dispropotion","Uteria inertia","Malpresentation","Death","Pains","Yes","Male",20
"rabbit","Loss of appetite","Swelling","Nasal Discharge","Blindness","Lethargy","Yes","Female",9
"hamster","Animal gets uneasy","Difficulty in breathing","Difficult in respiration","Excessive production","Stamping And pedding of hind eye","Yes","Male",2
"pigs","Foul Smelling","Diarrhea","Colic","Bloody discharge","Blood Clots","Yes","Female",12
"duck","Ulcers","Diarrhea","Poor Appetite","Tarry Stool","Enlarged lymph nodes","Yes","Male",10
"pigs","Fever","Difficulty in breathing","Rub","Coughing","Sneezing","Yes","Male",11
"sheep","Swelling","Larynx","Swelling on jaw","Hoarseness","Neck Vein Swelling","Yes","Female",6
"sheep","Hyperexcitability","Muscular Spasms","Gums","Death","Pains","Yes","Male",10
"sheep","Skin color change","Crusty","Scaly skin","Irritation","Blister","Yes","Female",8
"sheep","Fever","Wasting","Dehydration","Deability","Weakness","Yes","Male",1
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",10
"buffaloes","Fever","Rhinorrhea","Coughing","Facial edema","Dyspnea","Yes","Female",28
"sheep","Fever","Wool loss","Swelling","Weight loss","Pains","Yes","Female",7
"pigs","Respiratory distress","Diarrhea","Death","Reduce milk ","Weight loss","Yes","Female",7
"buffaloes","Signs in rams","Signs in ewe","Underdeveloped muscles","Semen Examination","Reduce Lamp marking","Yes","Female",5
"sheep","Fever","Diarrhea","Clearly unthrifty","Weight loss","Good appetite","Yes","Male",1
"fowl","Fever","Poor coat condition","Infection of the skin","Weight loss","Fatique","Yes","Female",1
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",1
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",2
"sheep","Isolation from flock","Stealing ","Nesting behaviour","Pawing at bedding","Pains","Yes","Female",5
"buffaloes","Fever","Difficulty breathing","Thrist and urination","Lethargy","Sneezing","Yes","Male",23
"sheep","Fever","Tiredness","loss of appetite","Muscle aches","Chest Pain","Yes","Male",10
"donkey","difficulty swallowing","cough ","difficulty swallowing","gasping for air","extending its neck","Yes","Female",31
"chicken","Skin rashes","Small and yellow bumps","Swelling","Dry Scabs","Lameness","Yes","Male",6
"pigs","Poor immune function","Achomotrica","Dehydration","Death","Pains","Yes","Male",3
"goat","Fever","Reduce growth","Kid moratality","Weakness","Dullness","Yes","Female",2
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",1
"duck","loss of appetite","high body temperaure","lack of appetite","diarrhea","sudden death","Yes","Male",4
"buffaloes","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Female",17
"pigs","Fever","Loss of appetite","Stumbling","Restlessness","Pains","Yes","Female",10
"buffaloes","Blood from mouth","Diarrhea","Coughing","Lethargy","Weight loss","Yes","Male",13
"pigs","Foul Smelling","Dullness","Dirty","Stained Wool","Tail shaking","Yes","Male",11
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",11
"buffaloes","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Female",20
"sheep","Fever","Lack of coordination","Painfull to touch","Circling","Depression","Yes","Male",11
"buffaloes","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Female",10
"buffaloes","Skin rashes","Diarrhea","Death","Facial edema","Pain","Yes","Female",26
"buffaloes","Spines","Unusally thin","Weakness","Enlarged skulls","Weakness","Yes","Female",4
"buffaloes","Fever","Diarrhea","Decreased appetite","Vomiting","Bloody","Yes","Female",26
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",29
"sheep","Skeleten abnormalities","Facial defects","Hair loss","Flat ribs","Underdeveloped muscles","Yes","Male",1
"goat","Berberi","Wasting","Nervous","Weight loss","Anorexia","Yes","Female",12
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",21
"pigs","Fever","Diarrhea","Muscus","Weight loss","Death","Yes","Female",7
"duck","Fever","Swelling of face or leg","Poor Appetite","Depression","Pains","Yes","Female",1
"buffaloes","Fever","Hepatitis","Skin rashes","Weight loss","Pain","No","Male",5
"chicken","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Male",1
"fowl","Fever","Diarrhea","Vomiting","Dehydration","Pain","Yes","Female",1
"buffaloes","Sneezing","Convulsion","Seizuers","Weight loss","Nasal Discharge","Yes","Male",22
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",11
"buffaloes","Head tilt","Circling","Muscles ache","Blindness","Seizures","Yes","Female",12
"duck","Extreme thirst","bloody discharge","Loss of appetite","inability to fly","loss of wariness","Yes","Female",1
"chicken","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",3
"donkey","head tilt","lathargy","lathargy","urine dribbling","inability to rise","Yes","Male",13
"chicken","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",5
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",1
"sheep","Isolation from flock","Stealing ","Nesting behaviour","Pawing at bedding","Pains","Yes","Female",8
"donkey","Excessive blood loss","dizziness and fainting","Blurry vision","watery eyes","slow growth","Yes","Male",18
"horse","Ring shaped Lesion","Round patches","Dry skin","Size of lesions vary","Pain","Yes","Male",14
"buffaloes","Tremor of head and neck","Blindness","Kicking at the belly","Exercise in tolerance","Pains","Yes","Male",23
"buffaloes","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",1
"fowl","cough","sneeze","droopy wings","twisted neck","droopy wings","Yes","Male",8
"fowl","Smell","Diarrhea","loss of appetite","Excess sleeping","Folded Ears","Yes","Male",9
"buffaloes","Sneezing","Epistaxis","Coughing","Difficulty in breathing","Nasal Discharge","No","Female",20
"pigs","Fever","Dullness","Dullness","Skin Rashes","Pains","Yes","Male",5
"buffaloes","Watery Eyes","Eye closed","Weight loss","Sneezing","Nervous Issue","Yes","Male",28
"sheep","Swelling","Lameness","Hyperaestesia","Hock joint","Weight loss","Yes","Female",7
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",21
"sheep","Fever","Difficulty in breathing","Lethargy","Death","Pains","Yes","Male",9
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",13
"donkey","nausea","vomiting","loss of appetite","experiencing changes in weight"," pain and bloating","Yes","Female",15
"sheep","Listless","Difficulty in walking","Grinding of teeth","Blindness","Ataxia","Yes","Male",5
"pigs","Tenderness","Foot Hot","Facial Paralysis","Weight loss","Pains","Yes","Male",14
"pigs","Restlessness","Kick","Lethargy","Nible at their wool","Scratching","Yes","Female",14
"donkey","Excessive eye watering","Eye redness","weakness","Mucus discharge from the eye","Frequent eye Infections","Yes","Female",20
"buffaloes","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Female",9
"buffaloes","Inappentence","Diarrhea","Tremors of the head","Dehydration","Weight loss","Yes","Female",9
"fowl","Fever","Wound lesion","Excess salivary","Difficult in walking","Pain","Yes","Male",7
"chicken","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",1
"pigs","Fever","Swelling","loss of appetite","Anorexia","Weight Loss","Yes","Female",11
"chicken","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",1
"buffaloes","Facial Swelling","Bloody Drool","Abdominal pain","Unable To Eat","Lossened Teeth","Yes","Male",6
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",8
"buffaloes","Swollen Belly","Dullness","Discharge","Urination","Lying down","Yes","Male",13
"chicken","Lethargy","Loss of appetite","Difficulty in Swallowing","Weakness","Vision Problem","Yes","Female",1
"buffaloes","Legness","Paresis","Coughing","Weight loss","Shortness of breath","Yes","Male",12
"fowl","Sores on lip","Infection","Sores on lower leg and teats","Lesion","Pain","Yes","Male",5
"chicken","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",5
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",12
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",4
"buffaloes","Fever","Reduce growth","Edema in lower jaw","Weight loss","Anemia","Yes","Female",20
"buffaloes","Swollen Belly","Dullness","Discharge","Urination","Lying down","Yes","Male",25
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",9
"sheep","Fever","Depression","loss of appetite","Loss of appetite","Pains","Yes","Female",4
"sheep","Fever","Depression","Lying down","Weak Pulse","Colic","Yes","Male",11
"donkey","outstretched neck","dull ness","inappetence","noisy breathing","coughing","Yes","Female",25
"buffaloes","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",14
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",3
"sheep","Head tilt","Circling","Muscles ache","Blindness","Seizures","Yes","Male",10
"hamster","Fever","Difficulty in breathing","Coughing","Painfull","Eye become dull","Yes","Female",1
"chicken","Discharge From eyes","Lethargy","Coughing","Sneezing","Fatique","Yes","Female",2
"buffaloes","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Female",1
"chicken","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Female",7
"buffaloes","Fever","Death","Coughing","Dyspnea","Anorexia","Yes","Female",20
"pigs","Fever","Difficulty in breathing","Lethargy","Death","Pains","Yes","Female",4
"buffaloes","Strong cough","Runny nose","Darkened skin","Lethargy","Loss of appettite","Yes","Female",1
"chicken","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",7
"cattle","Fever","Pneumonia ","Stand with head droping","Weight loss","Abnormal behaviour","Yes","Male",24
"chicken","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Female",1
"chicken","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Male",5
"goat","Swelling of udder","change in milk","Swollen","Tender to touch","Pain","Yes","Male",4
"buffaloes","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Female",14
"buffaloes","Sneezing","Epistaxis","Coughing","Difficulty in breathing","Nasal Discharge","No","Female",29
"buffaloes","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Female",5
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",6
"pigs","Fever","Diarrhea","Pot belly","Death","Loss of appettite","Yes","Male",12
"buffaloes","Excess salivation","Diarrhea","Depression","Nasal discharge","Weakness","Yes","Female",21
"pigs","Reluctant Move","Loss of Appetite","Lameness","Death","Weakness","Yes","Female",7
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",8
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",9
"chicken","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Male",8
"buffaloes","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",1
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",1
"duck","Pnemonia","Loss of  appetite","Eye disharge","Lameness","Arthritis","Yes","Male",11
"donkey","Fetopelvic dispropotion","Uteria inertia","Malpresentation","Death","Pains","Yes","Female",1
"buffaloes","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Female",29
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",2
"duck","Fever","Diarrhea","Vomiting","Weight loss","Dehydration","Yes","Male",4
"buffaloes","Swelling","Lameness","Hyperaestesia","Hock joint","Weight loss","Yes","Male",20
"pigs","Swaying","Behaviour change","Tremor","Jerky limb movements","Pains","Yes","Female",5
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",17
"duck","Swelling on leg","Painfull","Nasal Discharge","Broken Bones","Nasal Discharge","Yes","Female",3
"sheep","Limping","Skin colour change","Flabby","Raw","Sensitive to touch","Yes","Female",11
"pigs","Groosly enlarged","Skin may thicken","Convulsion","Edematous","Pains","Yes","Male",6
"buffaloes","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Female",1
"buffaloes","Fever","Hepatitis","Skin rashes","Weight loss","Pain","No","Male",28
"duck","Gasc","Loss of  appetite","Blood in stool","Stomach growling","Black stool","Yes","Female",5
"sheep","Swelling","Heat","Flank","Pain","Nasal Discharge","Yes","Female",8
"horse","sweating","muscular spasms","thirst","Weight loss","difficulty moving and eating","Yes","Female",27
